текст,inf_gender1,inf_gender2,inf_gender3,inf_gender4,sob_gender1,sob_gender2,sob_gender3,sob_gender4,mean_ul,mean_sl
"[Говорят, в с. Кучепалда (ОМЛ оттуда родом) в середине какое-то озеро было?] Там не озёро, так называлоси, лужа, ляга. Она высыхается ф каждый гот. Но там, гъорят, потонул мужик. И стоял крест много годоф. [В самой ляге?] Да, ф самой-то от… Она така диревня-та круглая [дома в ней расположены по кругу вокруг ляги - небольшого озерца], дак она [ляга] весной она наливаеца до самых хлевоф, до самой диревни-то. Диревня-то… хлева... это, дворами стоит к луже, к этой. Наливаеца и долго стоит висной. А потом фсё высыхает. Вода с не… в ней не стоит. И вот этот мужик-от ездил, лошать купал, потонул. И там фсё стоял, гъорят, годами крест.",f,,,,f,m,,,27.333333333333332,5.466666666666667
"[Про Спасское озеро в с. Поздышево.] 
[Как называется ваше озеро?] Спаское, тут не одно озеро, оно так из озера в озеро, здесь протоки, а вот это Спаское. [Почему так называется?] А здесь было как вот эти фсе деревни [куст Поздышево] назывались Спас, и Спаское озеро.",f,,,,f,f,,,7.5,15.0
"[О том, как сгорела местная церковь.]
…Это до меня, а вот расказывала старушка, дак ко мне ходит. Гърит, така была страшна гроза, она была больша, тцеркофь-то, да были купола, да колокола большии. А тцеркофь-то, наверное, молнией, гъорят, притянуло этим, вершин то ли-та, и они... она фся, гъорят, полностью згорела. […] И дажи колокола-ти,  больши таки были, тяжолые, так-от фсе как падут, прямо в землю и уйдут. Да. А до того-то был поп-от, она расказывала, поп ли, кто ли - я не знай там; уот ему приснилси сон. Сон-то приснилса этому, попу-ту, што мол, гъорят, скоро тцерков ваша зго*рит. И чериз день-чериз два и церков-то и згорела. Да. […] [Не говорили, что это за грехи она сгорела?] Дак не знай, чцё-то за грихи ли, не знай, чцё такоё там-от было. Фсё згорела тцерков.",f,,,,f,m,,,23.4,9.0
[Канун Крещения-] Крещенский вечерок.,f,,,,f,m,,,2.0,2.0
В святки не ходят в баню.,m,,,,m,f,,,6.0,6.0
"[Как называется канун Рождества?] Соц'ельник. [Как его справляли?] Никак не справляли. Даже не ходили на вец'еринку в соц'ельник. Грехом считали, цёго идти тут на тот праздник. Соц'ельник тот праздник большой, так не ходили.",f,,,,f,m,,,10.333333333333334,6.2
"Я, когда была маленькая - ну пекли тут всё, наготовили, мыли избу, два самых лучших праздника - всегда мыли вот к Рождеству и к Паске. Дома да всё чистили... Пекли, да у нас тут все незакрытые пироги, пекли и закрытово, шаньги пекли, да. [Кутью не делали?] Делали на Рождество дак гущу варили или из гороха, или из ржи. Вот на каку-то Рождества этот день ничего не варили, а вот варили эту гущу и ели. А в само Рождество пекли пироги. Закрытые да незакрытые, калитки у нас назывались - это незакрытые-то пироги такие на соцнях да сверху только нацинённые.",f,,,,m,f,,,46.5,13.285714285714286
"[На святки] пекли колобашки, да cпециально им [колядникам] давали. Кто придет, поздравит, дак эти колобашки им давали. Таки хлебы.",f,,,,f,f,,,16.0,5.333333333333333
"[Если мужчина первый зайдет в дом на Рождество], дак лучше жить будешь.",f,,,,f,f,,,4.0,4.0
"Решето с зерном ставили, наверно, святки когда, гадали так.",f,,,,m,m,,,9.0,9.0
"На ростань ходили. Если три дороги: одна в одну сторону, другая в другую, третья в третью, дак на это, выбирали женихов, слушали ли там чёво-то: если там стружку строгают, то можот, того году умрёт.",f,,,,m,m,,,36.0,18.0
"Слушали ходили. Кто постарше зацерцивались там и как колокольчики звенят - вот из вас кто-нибудь уж выйдет замуж. Вот так мы слушали. Выйдем на деревню или куды там. Все сядем, зажмите глаза - полно нас. А у кого не зажато - так ничего не придёт - увидеть. Так учуем мы, учуем. Колокольчики или учуем что там тёшо кто - так это, говорят, к покойнику. Тёшо - как желобья тёшо, там топором...
И правда - тоже. У соседей. В колечко-то глядели да жито сеяли, да колодец рубили. Из спичек. Что мол: ""Суженый-ряженый, приходи коня поить и меня глядить"". Жито сеяли тоже так, что приходи... Видели колечко, что там морда окажется какась. А вот я так, например, косоплётку привязывала как суженой-от, а у меня папу звали Пётр. Я привязала косоплётку, и певрый папа пошёл в туалет, и у меня муж - Пётр.",f,,,,m,f,,,141.0,7.833333333333333
"А тут одна тоже старуха говорит, молотили, а говорит, уже я на гумне уж в святки послушаюсь. Взяла эту телёнок был зарезан, она шкуру-то взяла, да на шкуру-то и села. На шкуру-то села и зацертилася, а хвоста-то и не зацертила у шкуры-то. Как только повалилася - ей давай волочить по гумну-то. Да того доволоцило, она в худых животах старуха. Двенадцать-то часов пробило, ушли все эти биси-то, отступились, старуха одна домой пришла.",f,,,,m,f,,,71.0,11.833333333333334
"В ваши лета мы бегали да зацерцивались, а я всё забыла, ворожилися в святки. От там зацерцитись и послушате. От там гармонь играё, а там у какой избы да топором тёшут, а то покойник; а как где гармонь да писни - там свадьба. А вот в таком месте [зачерчиваются] шо вот дорога идё и где-нибудь ростань туда. [Чем зачерчивались?] Палочкой. [А что видели?] Ничё не видели, а послышица.",f,,,,f,f,f,,18.0,9.0
"Зеркало клали [под подушку], рубили колодець из спицчёк и под подушку. И слова; положишь зеркало, дак: ""Суженый-ряженый, приходи мытьси, баситьси [смотреться в зеркало] и учасыватьсы"". Нать ещё и гребень положить. 
А колодец, дак: ""Суженый-ряженый, приходи коня поить"".
Три раза тоже надо сказать.",f,,,,m,,,,38.0,7.6
"Раньше гадали-бегали: положат сковородник в голову, дак и приснится: ""Приходи пожалуста, блинов кушать. Богосуженный-богоряженный, приходи блинов кушать"". А он приснится.",f,,,,m,f,,,20.0,6.666666666666667
"[Как гадали и когда?]
Во Святки чёво-то шалили. Да я дак не верила ничёму [нрзб.].",f,,,,f,f,,,4.0,4.0
"[Про святочные гадания] В поле ходили, сидели и выжидали, то услышит какая.",m,,,,f,f,,,9.0,9.0
"Если девушка хорошая, дак заложали одежду на замок. Тожо от чёво-то говорили, штобы сужёный-ряженый приходил-от. Счужа заложали, хотя бабушка заложала, мать заложала. Хто заложот, должон тому и присница.",f,,,,m,,,,30.0,7.5
"На Святки-те соберутся, да сядут в кружок, жениха, наверно, высматривают. На ростани. Сядут в кружок, чёво им там присница. Уш там, наверно, чертили.",f,,,,m,m,,,24.0,6.0
"Делали этово, как ево назвать-то, Новой год закрешчалися того. Так выходили так на дороги, идёшь - цёго скажут. На святки. На святки ходили. Придёшь, сядешь на три дороги, на три перекрёстка, сидишь, сожмешь глазья, сидишь - чего тебе покажется, раньше всё ковалеров высматривали. Тем какой ковалер придёт какой покажется, за тово и выйдешь. [Я] ходила. А я... мне как показалось, топором тюкали, я как поехала, так дай токо Бох ноги. Тёшут топором. Сижу я, глаза зажала, тёшут топором. И я глаза отвела как-то к девушкам побежала. Больше не была там. Тёшут-то как неполохо. Ничево путново не приснилось, а вон чево показалось-то.",f,,,,m,m,,,106.0,7.066666666666666
"[Про святочные гадания] Ну ещё под постелью. Колодец рубили из спичек. ""Суженый-ряженый приходи коня поить и красну девицу глядить"". Вот, значит, из спичек наводишь такой колодец и спать ляжешь. На Новый год или на Рождество. Вот што тебе во сне приснится, какой тебе там суженый-ряженый, хороший ли, красивый ли; может ты ево видала, может, век не видала.",f,,,,f,f,,,54.0,9.0
"[На святки] в хлеве сидят слушают вдруг там такой что ли полетит с потолка земля на тебя. Кто-то ходит по потолку, земля посыпется.",f,,,,m,m,,,21.0,10.5
"В Новогодню ночь, в святки, ворожить-то надо. В рубашку положить замок и положить под голову. И говорить: ""Суженой-ряженой приходи за рубашкой, открой рубашку"". И потом она должна во сне показаца. И там мать заложает рубашку, и девушка заложает, што: ""Суженой-ряженой, приходи, за плечо, открой рубашку не в одной брюке"". Она во сне должна показаца.",f,,,,f,f,,,54.0,9.0
"Тоже слыхала, были такие разговоры, што вот спрашивали у домовово, да ходили раньше слушали, да это вот втроём спинами сядут на коровью кожу на перекрёстке, дак глаза закроют и сидят, слушают. Девушки это гадали, штоб взамуж в какую сторону выйдут. Где колокольчик зазвонит, значит на ту сторону выйдет замуж. А тут ещё рассказывали, што в хомут, от лошади в хомут смотрели. Зеркало там нать положить да и увидиш лицо твоево жениха. [Зеркало клали] в хомуте, где-то в пустом доме или где-то, в гумне или где там можно это сделать.
[Когда это делали?] Это вот, наверно, в Святки девушки ходили. [Когда садились на шкуру,] зачцерчивались сковородниками.",f,,,,m,f,,,49.0,12.25
"Кутью на Крещенье у нас [готовили] изо ржи. В пець поставят, выпреет, и ели.",f,,,,f,f,,,13.0,6.5
"Так это такой народ в праздник-то. Говорят: ""Шуликуны едут, шуликуны едут"".
[Ряженые?] Да. Ребят-то пугали. Говорили: ""Шуликуны со сковородой"". Говорили: ""Шуликун унесёт"". Робят так пугали.",f,,,,m,m,,,12.5,3.5714285714285716
"[Про святочные бесчинства] Раньше эти колечка у дверей были, так вот колечком верёвочку привяжешь, за угол уйдёшь и брякаешь - выйдет хозяйка: ""Кто крещёный?"" Ну молчим, уйдёт - не знаю - кто колотился да ушёл. Она только опять уйдёт, мы опять.",f,,,,m,f,,,41.0,13.666666666666666
"[Как называют беременную женщину?] Она, говорят, тяжёлая ходит.",f,,,,m,f,,,2.5,5.0
"[Беременная женщина и молодая мать]
Родильница.",f,,,,f,f,,,1.0,1.0
"[Незаконнорожденный]
Зауголок",f,,,,f,,,,1.0,1.0
"""Рубашное"" ещё называли. Рубашное раньше называли. Ещё мы такими подростками были, придем на сенокос с ними [с женщинами]. А они и говорят, как там одна у какой-либо увидит чуть маленько (ну, раньше женщины видь не больно такие были, это, как бы опрятно). Как увидят и скажут: ""Ой, у тебя, дева, смотри-ка, рубашное-то, даже видно всё, видно"". И та и побежит куда-нибудь прятать. 
[Можно ли было в эти дни ходить в церковь?] Не знаю, нет. Там в эти дни вообще-то оберегались видь раньше, народ. Никуда не ходили, чтобы вот там на гулянье, в застолье куда. В эти дни не ходили они. Нельзя было выпивать, нельзя выпивать в это время, ни в коем случае нельзя.",f,,,,f,,,,45.0,8.181818181818182
"[К чему опасно подходить беременной женщине?]
К покойнику нельзя.",f,,,,m,,,,1.5,3.0
[Беременные] к покойникам не ходют.,f,,,,m,f,,,4.0,4.0
"Я помню, Надьку рожала, говорят: ""Распусти волосы."" Говорю: ""Пошто?"" - Роспустить-то волосы - легче родит, это вот говорили, но я тово уже не знаю.",f,,,,f,,,,22.0,7.333333333333333
"[Родители называли ребенка сами именем, каким хотели] или иногда на какого святого родится.",f,,,,f,,,,6.0,6.0
"[Как объясняли, откуда дети берутся?] Могут сказать это, што в капусте нашли, купили в магазине.",f,,,,f,m,,,5.0,10.0
"[Как объясняли, откуда дети берутся?] Говорили, из-под пазухи вынули; да купили... в больнице.",f,,,,f,f,,,4.0,4.0
"[О повитухе]
Ходила по родам, принимала роды и слова знала. [За помощь] ей давали платоцёк или что-нить такое, или полотенце.",f,,,,f,m,,,17.0,8.5
[Повитуха-] бабушка.,f,,,,m,f,,,1.0,1.0
Нельзя присутствовать матери было [на похоронах новорожденного].,m,,,,m,f,,,4.0,4.0
"[У вас ту старушки детей не крестили сами?] [Отрицательно мычит] Попа у нас тода забрали, посадили. Церкофь разрушили, а колокол, знаите, когда... колокол… с…пихивали с этой, с… там с верхушки-то, как называица, вот, мущина… ко… колокол-то так вот скинули туда, про мущину расказывали, а щас ни знаю, кто, а у ниво там был… туд же ищё могилы были. Церква была, да значит и могилы были, а колокол-то упал на могилу иво оца. Вот и говорят: ""Ты што, - говорят, - это кинул колокол-то на могилу оца?"" - ""А, - гът, - а, [машет рукой, обозначая ругательство] с ним!"" (матом). И туд же упал и ногу сломал.
[Не расказывали, что со всеми, кто церковь рушил, что-то было потом?] Ну вот про этово мущину токо говорили, што дажи удивлялись-то, говорят, ту… туд же упал и ногу сломал, а так вот што… с людьми, ни знаю.",f,,,,f,f,,,37.666666666666664,6.647058823529412
"[Не говорят, что Адам и Ева грех совершили?] Грех, да? Говорили. У них был… [Что за грех?] Дак тожо… они согрешили. Ну от как, мол… женщина грешит с мушиной. Ева дев… девиця вить она была. А он - мушина. Вот согрешили. У них родил… он… у них, наэрно, родилсы Исус Христос-то. Вот, наверно, у них. Одам и Ева. Вот, наверно, потом… Ну, конешно, иё-то потом… Мучали, фсё. Мучали обоих. Обоих мучали. От есь Девята… не Девята, как, Времёнушка. Времяная пятниця и как… Я на это службы бывала ф Каргополе. Не в этом шо малом [имеется в виду закрытый военный городок Каргополь-2], а там, в большом. И вот там тоже девушка была, богатых, но она нашей веры. А вера другая была не одна. У неё родители померли, и она осталаси одна. Варвара великомучениця. Ну вот. Над ей как граели [?], граели так (фсё это батюшка расказывал) молитвами-то. Так вить, а… Исус Христос залетел ф церкофь… Иё бы… бритвеным ножичком фсю было изрезали. Зализал ей фсе раны, и она зделалась прежней, ишо лучше, чем раньше была. И потом этот йихной-то госпоть (вот как, мне уш не запомнилось, называеци, шо ""идите приведите её, уш сечас-то она, - говорит, - фсё… фся изрезана такая"". Ну вот. И приводят, а она... приводят, а она лучше лучшего. Такая хорошенькая! Ну от. Ну и он-то… тут она фсё доложила ему. Но на веру она ни на какую не пошла. Вера наша, Господняя наша вера. И вот, это, фсё равно замучали оне. И есь иконка Вер… Варвары великомученици. Ну вот и… И в окурат [?] и она ф празник-то бывала. Вот это фсё батюшко говорил. И какой вот, например, какую… Как ей тежело, иё мучцят - он надеваёт чёрную ризу. А как ей полехче - он надеваёт розову ризу. То белую. Фсё вот так и… Фсе… фсе стояли ф чёрных, конешно, платках юпки, платки - фсё чёрные. Нихто ни слова. Он только один говорил. Ну вот. А потом фсё, и головушки так, книзу держали. А пътом уш, когда уш фсё, замучцали, ак стали просить… тут прошенья, так чцё уш! Она замучёна фсё рно. Варвара великомучениця. От празник, очень большой этот празник. А так я больше… Ак ничё и не слыхала. Ну, Исуса-то Христа тоже вить фсёго перемучили. Мучили тожо. [А как?] А фсёво и резали, и кололи, и фсё-фсё делали. Фсё на гвоздики-те живого и прико… приколачивали. На гвоздики, вот и… есь ф церквах эти, паметник, э... позабыла, как называец'и, вот у нас из зимней церквы переносили его в летнюю церкву. Но сам как… каг буто уш гроп - не гроп, а вот такое. И так… мёрт… ну, как у мёртвого чёловека разрисован был. Переносили в лесную… в летную церкву. В летнюю. У нас там две-то церквы больших было. Там розворочцяли одну софсем, а другая-то тожо переворочена.",f,,,,f,f,,,67.33333333333333,4.6976744186046515
"[Как называется посуда, в которой хлеб замешивали?] Квашня. [Как часто ее моют?]
Наростишь много, так и вымоешь, а бывает, что и уплывёт.",f,,,,f,,,,4.0,6.0
"[Мыть квашню в чистый понедельник]
Тогда вот не е*ли скорому [в чистый понедельник]. Чистый понеде*льник - тут велико гове*нье будет, не е*ли скорому, супу не варили, и всё которо там пекли, можот, лили молоко либо там масло клали - это всё намоют, штобы уж этово не было ничёво.",f,,,,m,f,,,43.0,21.5
"[Ухват держат рогами вниз?] А как же, кверху никогды ухватник не ставили, а всегды вниз ставили. А крюк, дак вешали. [Переворачивать ухват можно?] Говорили, што ухватник-от нильзя так вертить, дак плохо во хливе будет.",f,,,,f,f,,,9.0,9.0
"Волосы обычно подстригали, дак и сжигали. 
Мусор сжигали, в печку бросали, а когда и выбрасывали. Когда уежают, подметать нельзя, да и после его на второй день тоже нельзя. 
На празники не подметают, а  моют всегда.",f,,,,f,f,,,35.0,8.75
"Есть, переодеваются на левую сторону [когда заблудишься]. Да пойдёшь, благословясь, конешно. [Благословясь - это как?] Да как? ""Господи, благослови"". Пошёл да и всё. В первый раз. А второй раз пошёл - уже ничево не говоришь.",f,,,,m,m,m,,13.0,4.333333333333333
"Мы раз заблудились тожо с девками тожо вывертывали все, летом ходили за морошкой, все тожо рубахи, и штанишки, и лифчики. Тожо заблудились, куды ни ходим, к одному руцейку выйдем. Вышли в болото, все разделися нагие, и все - в платках были, так и платки на леву сторону - всё, недалёко прошли, а на дороге стоим.",f,,,,f,m,m,,54.0,18.0
"Клали это, штобы не плесневели, не отсыревали в семена, в зерно [яйцо].",f,,,,m,m,,,11.0,11.0
"[Что-то приговаривали, когда сеяли?] ""Ну, слава Богу, посадили. Уроди, Господи"".",f,,,,m,,,,3.0,3.0
"Попы ходили. На Ивандень, в Троицу тоже ходили. По полям ходили. Кресты возьмут, так весь народ за попом сзади идёт. Все поля обходили.",m,,,,m,,,,24.0,4.8
"[Чтобы руки при жатве не болели, что делали?] Перевязывали раньше-то, слыхала я. Шерстяной ниточкой [перевязывали]. [Кто?] Да вот старушки. [Что-то говорили?] Дак уж чево-нибудь говорили.",f,,,,m,,,,3.25,3.25
"[Чтобы руки при жатве не болели, что делали?] Шерстяну нитку перевяжешь, штобы легче... низко на руке и всё. [Перевязывала] сама. [Слова] старинные старухи, которым за восемьдесят, те, может, знают.",f,,,,m,,,,9.5,4.75
"[Когда гром застанет], дак кувыркались. [Зачем?] Штоб, видно, не гремело, да спина не болела, да.",f,,,,m,,,,4.5,9.0
"[Как назывался последний сноп?] Борода.
[Что с ним делали?] Да вот што. На углу стоял вот. Пожинаха пройдёт, да и потом уберут ево. В святом углу стоит. Когда отсеются да отожнутся, да зделают пожинаху, для людей раньше делали. Да вот каши наварят, допустим, ячневой да какой-нибудь, да супу наварят. Пожинаха, вот и целый празник зделают. У ково-то в доме [устраивали этот праздник], а когда хороша погода, дак на улице. Весёлый празник. Организуют уж тут, начальство организует.
[Куда бороду потом девали?] Когда и скоту скормят, зимой скормят. Ячмень, дак ячмень, овёс, дак овсяной сноп, ржаной, дак ржаной сноп.",f,,,,f,f,,,21.25,6.538461538461538
[Как называют одним словом насекомых?] Гнус - и всё.,f,,,,m,m,,,1.5,3.0
"[Как называют одним словом насекомых?] Это ""бездушна тварь"".",f,,,,m,m,,,1.5,3.0
"[Выведение насекомых.] Есть што там кладут под пецку ольхи, палки.",f,,,,m,m,,,4.0,8.0
"[Как защищаться от клопов?] Верес [можжевельник] обкладут кругом этово мастрата-та [матраса], наверно, с приговором. [Покойнику в гроб кладут?] Слыхала, будто тараканов кладут, штобы ушли.",f,,,,m,m,,,2.3333333333333335,3.5
"Возьмут да поставят в самую серёдку [муравейника] палочку. Если муравей до верхушки доползёт, значит, будет дождь. А если не поползет, значит, будет сухо.",f,,,,m,m,,,24.0,8.0
"[Комары вьются] ну, это перед дождём, где холодно, где за солнышком, ну вот они и толкутся, ну как овёс толкут. [Почему?] Ну как все вместе.",m,,,,m,m,,,2.0,4.0
"Когда рожаешь-то трудно-то [читаешь]: ""Раздайтесь ворота мясные, костяные, жилистые, пропустите младена Христова на Божий свет"". Вот чё приговаривали.",f,,,,f,f,,,17.0,8.5
"[О горке, расположенной в лесу возле поворота на Саунино с дороги Каргополь-Архангельск. ТНИ слышала предание от ""бабули"", имени которой не помнит. Вопрос: Бабуля отсюда?] Да, она из одной из саунинских деревень, по-моему, из Гужова или вот, ну, оттуда, не из Кипрова, она переехала, как они говорят, в центру сюда, к погосту. Ну вот, и что была здесь вот гора… а гора-то образовалась почему? Девка была красивая, и все парни в деревне в неё перевлюблялись. И передрались, и поубивали друг дружку. А-а… поубивали друг дружку, матери плакали, всех тут схоронили, гору насыпали, чтоб больше никогда такого не было, значит. То ли там крест был поставлен, то ли деревья посажены, ну вот… вот такая гора, это одна вот бабка так рассказала. Это было очень давно, вот и такое… случилось. [Это гора, которая на углу, на повороте?] Да, на повороте. Их называют все в Каргополе Саунинские горки, вот, и сюда все катаются на лыжах. В самом деле, вот видите: ровное место, а там вот именно горки, на самом деле, там даже чуть ли не трамплин устраиваем. 
А второе, да, объяснение, что это, как… у нас много в Надпорожье [бывший сельсовет в низовьях Онеги, недалеко от с. Саунино] таких легенд полно: что это панская могила, что чудь себя побила вот, гору насыпала, под землю ушла. Вот, кстати, вот это-то я, по-моему, даже где-то читала. То есть это я слышала, возможно, кто-то мне рассказал, возможно, это тоже прочитала. Просто не вспомню, читала… [нрзб.].",f,,,,m,m,,,38.5,9.058823529411764
"В Тихманьге говорят бурак, а в Ухте кошёлка. Так говорят. Ухотская кошёлка, тихманьский бурак. Далеко ли, десять килметроф. А там не зовут бураком. Зовут кошёл… кошель, кошёлка. А у нас фсё бураки.",f,,,,f,,,,36.0,4.5
"[Один конец деревни называется Мыза. Про неё говорили:] ""Мыза-то безнёба. [Смеется] Было, Раньше и песню пели:
""В нашей Мызе нету нёба,
Нать отрезать конецёк"".
[Их так дразнили?] А што их без Мыза звали [оговорка: без неба]. Дразнили, верно.",f,,,,m,m,,,13.0,6.5
"[Разговор о свадьбе постепенно перешел на другую тему:]
[Кто такие староверы?] Староверы, здесь, на Реке. У нас дома не было, а на Реке были староверы. [На Реке?] Да. [А дома - в Лёкшме?] У нас не было, да. Я не слыхала этой беды, што… старовер уйдёт куда-та в баню ли, куда-то потом [?] скроется. Здесь были, говорят, а  у нас не было. [В баню они зачем ходили?] А в баню, наэрно, грехи смывают. [Староверы?] Нет. [Жених с невестой?] А я думаю, жиних-то, невеста. Староверы, они уж не в бане, уж где-нибудь, наэрно, найдут, какой-ниуть уют.
[Смеется].",f,,,,f,f,,,8.5,5.230769230769231
"[Говорят, здесь раньше староверы жили?] Жили. [А кто это такие?] А такие же люди, только у них не наша вера. У нас христианска вера да, а у них я не знаю, какая вера. Но отличаеца только тем, што они пили-ели из отдельной кострули, сами для себя готовили. Воду тоже из отдельной. Где они... из чего они пили, значит, другим они не давали. И йих хоронят, когда умирают, их не одно... не на то кладбищё. [У них своё кладбище?] Да, должно, должно. Своё, но я помню, у нас эт так две староверки были, дак фсё равно на нашем кладбище схоронены. Другого-то кладбища не было. Раньше у нас кладбище было окол церкви. Вот окол этой. Теперь-то нынь фсё перемыновано, а раньше што, веть вот где деревня Погост, тут церковь и кладбищё. Так было. Это по всему району так. Я не знаю, как в других районах. Где церковь… где церковь, тут деревня Погост называетси. Везде... везде так. А нынь што, нынь кладбище, не кладбище. У нас вон там на берегу дак. Фсех фсё равно однако.  [А они в церковь не ходили?] Староверы-те? Нет. Они вер… Были они староверы, дак у них дома свой уголок. Иконы свои, фсё отдельно было у них. [А поп свой у них был?] Нет. [Попа не было?] Нет.  [Как же так?] Вот на родники они тожо ходили имеются в виду почитаемые в связи со св. Александром Ошевенским Александровские родники в лесу, в 2-х км то с. Река. [Ходили?] Да. А уж кака у них вера была, вот эти две староверки умерли. Обе тяжело, бедные. Обе ослепли. Не знаю. [А это было давно?] Да вот уж боле двадцати годов, как они умерли. Но оне дожили вот… обе старушки дожили до глубокой старости. А третья старушка, дак она в Няндоме, дак не знаю, где и сгинула. Три староверки у нас только здесь было. [Почему они тяжело умерли?] Дак… Одну [нрзб.] парализовало, она ни укола, ничё не дала делать. Таблеток никогда не ела. Да ослепла. Дак как, чего хорошего? Тяжело. [Иконы у них были такие же, как везде, или другие?] Да иконы-те, вроде будта бы и одинакие были, но* веровали они не той верой, все праздники они не так веровали. Молились. [Как?] А я не знаю как. Оне... раз с людями они не общались, дак как? Оне с людями не общались никогда. [А жили они отдельно, в своих домах?] Вместе с тема же. Как отдельно жить? Вместе жили. Вместе с остальными людьми. Што веть, в семье-то фсё равно не один человек што, один. [А в семье не все были староверы?] Нет. [А как так получалось?] Дак вот… было и две староверки в одной семье, они так и умерли. Вот со семьёй и жили, со своей. А остатки… остатки… остальные, дак я и не помню. Были ещё, до моей бытности, конешно, были староверы. Но* я не помню тех остальных. Нынь деревня та вся вымерла дак. [А были еще такие люди, которые хоронили своих покойников в камелёнках?] Не знаю. [Какие-то скрытные?] Скрытные были, были скрытные. Вот в Ошевенске-то этот, монастырь-от. Так скрытные и жили. И там подземный ход какой-то, говорили, что был. [Куда?] А я не знаю, из деревни в деревню, туды. Совсем подземный ход. Вот там. Были в Ошевенске, видели? Вот там скрытные были. Там жили эти скрытны, говорят, в монастыре жили дак. Не знаю. Слухом-то так говорили, а кто его знат. [А были такие люди, которые хоронили в меже?]  Не знаю. Так вот этих… как, староверов-то, наверно, в меже раньше хоронили. А этих двух староверок схоронили на нашем… на этом кладбище. А больше староверов не было. Староверка, веть она, одно, что уш тем еду не каждую ест. И главное то, што из посуды. Из ейной посуды… она в отдельном фсё, в отдельном. Пить она из своего ведра уж не даёт. Если у ней… Не даёт. Ничем не зачерпнуть. Зачёрпывается, отдельная крушка, ли там своё что. Крушка отдельно, блюдышко отдельно, что из чего ест. Всё отдельноё. [А что значит ""еду не всю ест""?] А в какие дни-то ведь посны, да скоромна-то дак,",f,,,,f,m,,,25.636363636363637,5.423076923076923
"[Кто такие староверы?] Ну вот староверы, дак я, вот слыхала, што там есть, в деревнях других есть староверы, што вот не пьют с этой, с крушки-то. Со своей только. А ни с чашки, ни с крушки чужой они не возьмут. Так помню, што у нас в деревне одна была, дак мы-то ничего не делали, дефцёнки-то, а парни-то да как соберуца, мы заговорим-заговорим, а парни схватят крушку, её чашку и напьюца с этой и хватают. И потрогают лошки ли. Мы как в другой половине разговариваем, они грят [говорят]: ""Идите, дефки, разговаривайте с ей"". А мы пойдём  разговаривать, а какой нам был интерес. Мы с ней разговариваем, а они там, какая посуда есть, дак фсю посуду щупают рукама.",f,,,,f,f,,,57.0,14.25
"[Про чернокнижников не слыхали?] Слыхала от своей мамы, от своей мамы-то слыхала, а то сама ничево этово ни знаю… Туто у диревне жили, у нас, такой дом стоял, и вот оне отдельно жили. [нрзб.] назывались, это, [нрзб.] така пристройка... но* совмесно с той, што в ней жить. А оне отдельно жили, и они выходили по ночам. По ночам токо выходили. Штобы когда вот народ весь успокоице, оне только тода ходили, их... ищо говорили, што оне... и их хоронили даже ночью. Днём не хоронили их. У их своя вера была, а вот… уш когда, стала я подростать, уже их тогда в нашей диревне, уже фсе то ли вымерли, то ли куда уехали, уже йих не было, но вот от своих родных я вот такое слыхала, што у них как-то своя вера и фсё скрыто делали. Никто их не видел, и вот как-то сумели фсё это… А большево таково ничё не было, добавить штобы… Чё-то про их точно ищо. Да я внимания не обращала на это. Но* живут и живут, а кто оне живут, не интиресовались этим ничем. Оне сами по сибе, а мы сами по сибе. [А почему их чернокнижниками называли?] Потому што оне это, толи у их такая своя вера, толи у их такие книшки были, што… да и по ночам… Уш наверно так нать [надо] понять, што чернокнижники дак оне фсё ночью, фсё скрыто, вот их и… и книги у их, наверно, свои были, и… не такие, как у… вот у этих… у такой веры, вот… Ищо вот это чернокнижники, а тут были ищо так, как те мама называла ей… в открытую, фсё тут, пост у ей был… как те она называлась, фспомнить ищо... не чернокнижники, а вот эта скрытница называлася ей. [Скрытница?] Ну, тожо она фсё молилась Богу и фсе посты соблюдала, а последни - от в говиньё, она на последний день съела… день, один раз в день ела. Да. На последне-то Велико-то говиньё, на последний день один рас токо кушала. Да, вот и фсё таку постную пищу. Сома приготовит, своими руками фсё, вот это тесто, грибочки сухие, рыжечки… Вот тако, штобы фсё, жироф не было. Так питалась, этово, потом-то уш когда Пасха, дак потом оне уже снова вот кушали, што и мы едим. Такую же пищу.",f,,,,m,f,,,48.333333333333336,9.35483870967742
